caption,id,video_path
A chef kneads dough.,DBvSfds3FH4_76_80.avi,./feature_dirs_training\DBvSfds3FH4_76_80.avi.npy
A woman does her hair.,qqYysi3qotc_148_195.avi,./feature_dirs_training\qqYysi3qotc_148_195.avi.npy
A man is practicing football.,z2kUc8wp9l8_40_46.avi,./feature_dirs_training\z2kUc8wp9l8_40_46.avi.npy
Chefs fry an egg.,1rECrfrdNTo_200_207.avi,./feature_dirs_training\1rECrfrdNTo_200_207.avi.npy
A person slices food.,kWLNZzuo3do_17_23.avi,./feature_dirs_training\kWLNZzuo3do_17_23.avi.npy
A woman cuts up a worm.,kWLNZzuo3do_152_164.avi,./feature_dirs_training\kWLNZzuo3do_152_164.avi.npy
A lady is exercising.,UoPU8F9mus8_258_262.avi,./feature_dirs_training\UoPU8F9mus8_258_262.avi.npy
A panda is dancing.,B4foOe9kUgY_0_8.avi,./feature_dirs_training\B4foOe9kUgY_0_8.avi.npy
A woman cuts potatos.,_O9kWD8nuRU_77_81.avi,./feature_dirs_training\_O9kWD8nuRU_77_81.avi.npy
A man makes a bed.,LF51fban_x4_300_325.avi,./feature_dirs_training\LF51fban_x4_300_325.avi.npy
A man is shaving his face,N6SglZopfmk_97_111.avi,./feature_dirs_training\N6SglZopfmk_97_111.avi.npy
Men are running a race.,-dm-ds5rRaM_44_52.avi,./feature_dirs_training\-dm-ds5rRaM_44_52.avi.npy
Someone is breading meat.,6t0BpjwYKco_254_258.avi,./feature_dirs_training\6t0BpjwYKco_254_258.avi.npy
A rat is running.,ywMLb2VfHbI_13_20.avi,./feature_dirs_training\ywMLb2VfHbI_13_20.avi.npy
Two dogs are in a cage.,-FugkxLmGO4_5_16.avi,./feature_dirs_training\-FugkxLmGO4_5_16.avi.npy
The dog ran in the yard.,8yS2wqwActs_2_14.avi,./feature_dirs_training\8yS2wqwActs_2_14.avi.npy
A man danced on the ceiling.,5XxshEdcfAM_96_107.avi,./feature_dirs_training\5XxshEdcfAM_96_107.avi.npy
A woman breaks an egg.,6t0BpjwYKco_200_205.avi,./feature_dirs_training\6t0BpjwYKco_200_205.avi.npy
Two men play ping pong.,hxZ-5wELSJM_0_12.avi,./feature_dirs_training\hxZ-5wELSJM_0_12.avi.npy
A woman is cutting meat.,-wa0umYJVGg_271_276.avi,./feature_dirs_training\-wa0umYJVGg_271_276.avi.npy
A cat grooms a dog.,l57mQZvDaL4_10_30.avi,./feature_dirs_training\l57mQZvDaL4_10_30.avi.npy
A man and a woman are running.,ItFqogTmAvQ_389_395.avi,./feature_dirs_training\ItFqogTmAvQ_389_395.avi.npy
A hamster is eating food.,Ms3QdGIzltU_1_16.avi,./feature_dirs_training\Ms3QdGIzltU_1_16.avi.npy
A dog swimming in a pool.,k8l4ETsylVY_9_18.avi,./feature_dirs_training\k8l4ETsylVY_9_18.avi.npy
A man is playing a football.,q8t7iSGAKik_11_31.avi,./feature_dirs_training\q8t7iSGAKik_11_31.avi.npy
A girl jumps on a car.,lsanQj2yacs_80_85.avi,./feature_dirs_training\lsanQj2yacs_80_85.avi.npy
A cat is playing.,NMlKMfiHSho_1_15.avi,./feature_dirs_training\NMlKMfiHSho_1_15.avi.npy
A person draws on paper.,OKBLPpAPp9c_2_17.avi,./feature_dirs_training\OKBLPpAPp9c_2_17.avi.npy
A cat sniffs a bug.,BVilbVCo9sU_1_11.avi,./feature_dirs_training\BVilbVCo9sU_1_11.avi.npy
Meat is cut.,WTf5EgVY5uU_18_23.avi,./feature_dirs_training\WTf5EgVY5uU_18_23.avi.npy
A pig is running.,02Z-kuB3IaM_2_13.avi,./feature_dirs_training\02Z-kuB3IaM_2_13.avi.npy
Someone is stirring a pot.,0hyZ__3YhZc_302_307.avi,./feature_dirs_training\0hyZ__3YhZc_302_307.avi.npy
A woman is exercising.,xXlWsBhFvis_6_10.avi,./feature_dirs_training\xXlWsBhFvis_6_10.avi.npy
A man is sweeping a room.,TsagxA4DKuc_28_41.avi,./feature_dirs_training\TsagxA4DKuc_28_41.avi.npy
A person is cooking beef.,IhwPQL9dFYc_153_170.avi,./feature_dirs_training\IhwPQL9dFYc_153_170.avi.npy
A boy plays the piano.,bxDlC7YV5is_0_12.avi,./feature_dirs_training\bxDlC7YV5is_0_12.avi.npy
Two men work on steel girders.,pUPKsHTDZTo_70_85.avi,./feature_dirs_training\pUPKsHTDZTo_70_85.avi.npy
A panda is cleaning itself.,SrDE9-cDz48_4_12.avi,./feature_dirs_training\SrDE9-cDz48_4_12.avi.npy
A gorilla agitates a dog.,Gw0FU733zzg_58_66.avi,./feature_dirs_training\Gw0FU733zzg_58_66.avi.npy
A man walks.,BefkDBj5gSw_104_109.avi,./feature_dirs_training\BefkDBj5gSw_104_109.avi.npy
A man cuts some bread.,nq4hG6qgyPs_184_195.avi,./feature_dirs_training\nq4hG6qgyPs_184_195.avi.npy
A man lifts a car.,XtQdAPV2UZs_4_11.avi,./feature_dirs_training\XtQdAPV2UZs_4_11.avi.npy
A man eats bread.,1dfR0A_BXjw_590_600.avi,./feature_dirs_training\1dfR0A_BXjw_590_600.avi.npy
A man opens a can of chili.,lfGlDg47How_110_115.avi,./feature_dirs_training\lfGlDg47How_110_115.avi.npy
A dog eats watermelon.,elQqQfux7Po_12_22.avi,./feature_dirs_training\elQqQfux7Po_12_22.avi.npy
A man is cutting pizza.,gHyXstpe_N8_140_150.avi,./feature_dirs_training\gHyXstpe_N8_140_150.avi.npy
A marching band walking,s7znbqra118_91_97.avi,./feature_dirs_training\s7znbqra118_91_97.avi.npy
A woman is riding a horse.,onW5hJXnI5s_10_16.avi,./feature_dirs_training\onW5hJXnI5s_10_16.avi.npy
A man ate a banana.,hkkmKk9LcQk_36_43.avi,./feature_dirs_training\hkkmKk9LcQk_36_43.avi.npy
A cat stares out a window.,MY-rGamtAJc_6_22.avi,./feature_dirs_training\MY-rGamtAJc_6_22.avi.npy
A man sings.,QklHhN8pQBE_0_10.avi,./feature_dirs_training\QklHhN8pQBE_0_10.avi.npy
a man shooting a gun,Tied-t1fFsk_15_20.avi,./feature_dirs_training\Tied-t1fFsk_15_20.avi.npy
A man played the guitar.,30PpKtVT8Z4_35_50.avi,./feature_dirs_training\30PpKtVT8Z4_35_50.avi.npy
A woman slices tofu.,IhwPQL9dFYc_137_143.avi,./feature_dirs_training\IhwPQL9dFYc_137_143.avi.npy
A woman is frying fish.,ACOmKiJDkA4_130_144.avi,./feature_dirs_training\ACOmKiJDkA4_130_144.avi.npy
A cat is hissing.,MF88IYF2MHY_25_59.avi,./feature_dirs_training\MF88IYF2MHY_25_59.avi.npy
A girl is fixing her hair.,6GJ1DNOGDAM_223_233.avi,./feature_dirs_training\6GJ1DNOGDAM_223_233.avi.npy
A boy is cutting paper.,YRSOc193Pxc_68_73.avi,./feature_dirs_training\YRSOc193Pxc_68_73.avi.npy
A man is singing.,W8l_ezoU8Lc_156_162.avi,./feature_dirs_training\W8l_ezoU8Lc_156_162.avi.npy
A woman breaks an egg.,PHDmVhShE80_78_82.avi,./feature_dirs_training\PHDmVhShE80_78_82.avi.npy
A person slices peppers.,VahnQw2gTQY_288_293.avi,./feature_dirs_training\VahnQw2gTQY_288_293.avi.npy
A woman is putting on makeup.,tIMDKdMnNYM_266_273.avi,./feature_dirs_training\tIMDKdMnNYM_266_273.avi.npy
A man is sitting.,dfOuTx66bJU_11_14.avi,./feature_dirs_training\dfOuTx66bJU_11_14.avi.npy
A dog is walking on forelegs.,80D0ylOqPJ8_0_5.avi,./feature_dirs_training\80D0ylOqPJ8_0_5.avi.npy
A man danced.,edqyq4Q-7uU_103_109.avi,./feature_dirs_training\edqyq4Q-7uU_103_109.avi.npy
A person holds a hedgehog.,hW8TKz2Aea4_5_12.avi,./feature_dirs_training\hW8TKz2Aea4_5_12.avi.npy
A woman peels an onion.,9Q0JfdP36kI_56_64.avi,./feature_dirs_training\9Q0JfdP36kI_56_64.avi.npy
A dog chews his toy.,W_iR4YVCxUY_8_15.avi,./feature_dirs_training\W_iR4YVCxUY_8_15.avi.npy
A man attacks a dummy.,6njscWrdnM0_8_18.avi,./feature_dirs_training\6njscWrdnM0_8_18.avi.npy
A cook cuts a potato.,1sffYOXq4Iw_23_49.avi,./feature_dirs_training\1sffYOXq4Iw_23_49.avi.npy
A man is surfing.,e40bBP0_AbE_64_67.avi,./feature_dirs_training\e40bBP0_AbE_64_67.avi.npy
The woman is dying.,O_Pst-uryQI_1_14.avi,./feature_dirs_training\O_Pst-uryQI_1_14.avi.npy
Someone is cutting paper.,CquJjlNuotg_147_155.avi,./feature_dirs_training\CquJjlNuotg_147_155.avi.npy
A man plays the guitar.,kk3TIio1-Uw_5_14.avi,./feature_dirs_training\kk3TIio1-Uw_5_14.avi.npy
A man hugs a woman.,tqxRDVKtkSY_30_45.avi,./feature_dirs_training\tqxRDVKtkSY_30_45.avi.npy
Shopper does the moonwalk.,jdAbpLooDgM_10_15.avi,./feature_dirs_training\jdAbpLooDgM_10_15.avi.npy
A man is adding sauce.,8MVo7fje_oE_166_171.avi,./feature_dirs_training\8MVo7fje_oE_166_171.avi.npy
A woman chops a red pepper.,m1NR0uNNs5Y_224_230.avi,./feature_dirs_training\m1NR0uNNs5Y_224_230.avi.npy
A mouse is eating.,Ms3QdGIzltU_10_20.avi,./feature_dirs_training\Ms3QdGIzltU_10_20.avi.npy
A woman opens a closet.,JIoiUNOXGaI_98_104.avi,./feature_dirs_training\JIoiUNOXGaI_98_104.avi.npy
A man is skiing.,aRo8x3xXeEA_3_8.avi,./feature_dirs_training\aRo8x3xXeEA_3_8.avi.npy
Two animals fight.,qypmR4O1Gwk_0_10.avi,./feature_dirs_training\qypmR4O1Gwk_0_10.avi.npy
Two men fight.,98Alrg4pFXs_148_153.avi,./feature_dirs_training\98Alrg4pFXs_148_153.avi.npy
A dog plays with a ball.,9HDUADeA2xg_3_31.avi,./feature_dirs_training\9HDUADeA2xg_3_31.avi.npy
Boys are fighting.,fr9H1WLcF1A_326_336.avi,./feature_dirs_training\fr9H1WLcF1A_326_336.avi.npy
A man extends his hand.,kKGehSw5ht8_39_45.avi,./feature_dirs_training\kKGehSw5ht8_39_45.avi.npy
Two women is dancing.,2HpZvL-_fiY_40_44.avi,./feature_dirs_training\2HpZvL-_fiY_40_44.avi.npy
Men are playing a football.,q-a6NEotUX8_5_10.avi,./feature_dirs_training\q-a6NEotUX8_5_10.avi.npy
The fox is running.,fqly5kyO2MI_10_20.avi,./feature_dirs_training\fqly5kyO2MI_10_20.avi.npy
The car backed up.,AKVBK-0veE8_5_12.avi,./feature_dirs_training\AKVBK-0veE8_5_12.avi.npy
A woman is frying food.,klFyrnrUSck_87_100.avi,./feature_dirs_training\klFyrnrUSck_87_100.avi.npy
A biker is performing stunts.,ZnLgsasu82g_71_81.avi,./feature_dirs_training\ZnLgsasu82g_71_81.avi.npy
A man is carving a statue.,c2a0GcoJAjw_52_73.avi,./feature_dirs_training\c2a0GcoJAjw_52_73.avi.npy
A man drinks his coffee.,LwicaralvS0_90_104.avi,./feature_dirs_training\LwicaralvS0_90_104.avi.npy
Men are smiling.,3mbBbFH9fAg_21_29.avi,./feature_dirs_training\3mbBbFH9fAg_21_29.avi.npy
A man and woman ride a motorcycle.,kZfBt5me3Pg_2_7.avi,./feature_dirs_training\kZfBt5me3Pg_2_7.avi.npy
A car parks.,J3_hkgu6MGc_43_52.avi,./feature_dirs_training\J3_hkgu6MGc_43_52.avi.npy
A badger digs a hole.,HPFLN5azwtA_56_63.avi,./feature_dirs_training\HPFLN5azwtA_56_63.avi.npy
A woman pours oil in a pan.,IhwPQL9dFYc_143_147.avi,./feature_dirs_training\IhwPQL9dFYc_143_147.avi.npy
A Lemur is sitting.,HN-ccxID8IM_3_10.avi,./feature_dirs_training\HN-ccxID8IM_3_10.avi.npy
A man drives a car.,fjDvKHkmxs0_119_126.avi,./feature_dirs_training\fjDvKHkmxs0_119_126.avi.npy
A chef oils a pan.,hJFBXHtxKIc_118_123.avi,./feature_dirs_training\hJFBXHtxKIc_118_123.avi.npy
A woman is dancing.,4D1o4FC8YbA_29_39.avi,./feature_dirs_training\4D1o4FC8YbA_29_39.avi.npy
Someone is mixing ingrediants.,0lh_UWF9ZP4_38_46.avi,./feature_dirs_training\0lh_UWF9ZP4_38_46.avi.npy
A kitten is playing.,7M-jsjLB20Y_11_30.avi,./feature_dirs_training\7M-jsjLB20Y_11_30.avi.npy
Two women are racing.,LyYJiKxHZz0_0_10.avi,./feature_dirs_training\LyYJiKxHZz0_0_10.avi.npy
A man slices leather with a knife.,eZLxohGP4IE_147_158.avi,./feature_dirs_training\eZLxohGP4IE_147_158.avi.npy
Someone is seasing food.,0hyZ__3YhZc_341_348.avi,./feature_dirs_training\0hyZ__3YhZc_341_348.avi.npy
A man is slicing bread.,VahnQw2gTQY_274_280.avi,./feature_dirs_training\VahnQw2gTQY_274_280.avi.npy
A man fires a handgun.,Rm-RnxN4oHA_215_225.avi,./feature_dirs_training\Rm-RnxN4oHA_215_225.avi.npy
A jet came out of water.,3chNlP5TeO8_0_10.avi,./feature_dirs_training\3chNlP5TeO8_0_10.avi.npy
A man is pouring drinks.,e996zZ0uV_A_152_163.avi,./feature_dirs_training\e996zZ0uV_A_152_163.avi.npy
A target is being shot.,c2MwqFYVE7A_40_45.avi,./feature_dirs_training\c2MwqFYVE7A_40_45.avi.npy
A man puts beans into a pot.,0hyZ__3YhZc_388_394.avi,./feature_dirs_training\0hyZ__3YhZc_388_394.avi.npy
A women peels onions.,m1NR0uNNs5Y_160_166.avi,./feature_dirs_training\m1NR0uNNs5Y_160_166.avi.npy
A man fell on the ground.,tZmDWltBziM_70_80.avi,./feature_dirs_training\tZmDWltBziM_70_80.avi.npy
A monkey rides a bike.,nc8hwLaOyZU_1_19.avi,./feature_dirs_training\nc8hwLaOyZU_1_19.avi.npy
A car is driving.,uVPnDJKt1M0_0_6.avi,./feature_dirs_training\uVPnDJKt1M0_0_6.avi.npy
Someone is cooking food.,0lh_UWF9ZP4_165_170.avi,./feature_dirs_training\0lh_UWF9ZP4_165_170.avi.npy
A boy is riding a bike.,BGG0uYWZBdw_6_12.avi,./feature_dirs_training\BGG0uYWZBdw_6_12.avi.npy
Women are fighting.,yId1rg5-ac0_40_50.avi,./feature_dirs_training\yId1rg5-ac0_40_50.avi.npy
A woman cuts up broccoli.,aeA-HN7BMdo_34_41.avi,./feature_dirs_training\aeA-HN7BMdo_34_41.avi.npy
A man is adding some oil to a box.,8MVo7fje_oE_85_90.avi,./feature_dirs_training\8MVo7fje_oE_85_90.avi.npy
Two women are cooking.,iyAoiWeD53k_120_127.avi,./feature_dirs_training\iyAoiWeD53k_120_127.avi.npy
A dog plays in a pool.,qvSxiVV7jhw_0_15.avi,./feature_dirs_training\qvSxiVV7jhw_0_15.avi.npy
A man climbs a rope.,2YhDTpzxd3c_166_170.avi,./feature_dirs_training\2YhDTpzxd3c_166_170.avi.npy
A dog makes a basket.,1mIyMRPV8kg_9_17.avi,./feature_dirs_training\1mIyMRPV8kg_9_17.avi.npy
A boy plays a piano.,-AwoiGR6c8M_10_14.avi,./feature_dirs_training\-AwoiGR6c8M_10_14.avi.npy
Parsley is being cut.,wsj_dzz33Ko_31_41.avi,./feature_dirs_training\wsj_dzz33Ko_31_41.avi.npy
A man folds a tortilla.,Je3V7U5Ctj4_634_639.avi,./feature_dirs_training\Je3V7U5Ctj4_634_639.avi.npy
Food is cut.,1dfR0A_BXjw_524_532.avi,./feature_dirs_training\1dfR0A_BXjw_524_532.avi.npy
A man is dancing.,GlW6n43pUQA_0_12.avi,./feature_dirs_training\GlW6n43pUQA_0_12.avi.npy
People are talking.,5PpPOGU_0aA_65_75.avi,./feature_dirs_training\5PpPOGU_0aA_65_75.avi.npy
Peoples are dancing.,V--abChiVVc_30_40.avi,./feature_dirs_training\V--abChiVVc_30_40.avi.npy
An old man reading a paper.,9WpJxn-2h1o_122_150.avi,./feature_dirs_training\9WpJxn-2h1o_122_150.avi.npy
A man pours gasoline.,B-Lsf7ZKf5c_10_25.avi,./feature_dirs_training\B-Lsf7ZKf5c_10_25.avi.npy
A guy cuts paper.,_0nX-El-ySo_83_93.avi,./feature_dirs_training\_0nX-El-ySo_83_93.avi.npy
A man talks on the phone.,fr9H1WLcF1A_141_148.avi,./feature_dirs_training\fr9H1WLcF1A_141_148.avi.npy
A man is riding a horse.,lGk1MA6YP-M_36_48.avi,./feature_dirs_training\lGk1MA6YP-M_36_48.avi.npy
A man is riding a bike.,BefkDBj5gSw_233_240.avi,./feature_dirs_training\BefkDBj5gSw_233_240.avi.npy
A panda is sleeping.,88p7U5CnoYU_1_10.avi,./feature_dirs_training\88p7U5CnoYU_1_10.avi.npy
A baby laughs.,DcDYRpa34W8_11_25.avi,./feature_dirs_training\DcDYRpa34W8_11_25.avi.npy
A man jumping rope,lFyPUgJCmtU_100_110.avi,./feature_dirs_training\lFyPUgJCmtU_100_110.avi.npy
Two teams play cricket.,q9ew_nITQWY_54_62.avi,./feature_dirs_training\q9ew_nITQWY_54_62.avi.npy
A woman is chopping chives.,IhwPQL9dFYc_78_88.avi,./feature_dirs_training\IhwPQL9dFYc_78_88.avi.npy
A dog is walking.,HqbVbPvlDoM_0_11.avi,./feature_dirs_training\HqbVbPvlDoM_0_11.avi.npy
The man rode his motorcycle.,DIebwNHGjm8_27_38.avi,./feature_dirs_training\DIebwNHGjm8_27_38.avi.npy
A hamster is eating.,r0E-0ntoNWo_20_30.avi,./feature_dirs_training\r0E-0ntoNWo_20_30.avi.npy
A person is mixing.,aC-KOYQsIvU_25_31.avi,./feature_dirs_training\aC-KOYQsIvU_25_31.avi.npy
Couples sit and talk.,HkpUWzNNVt4_20_30.avi,./feature_dirs_training\HkpUWzNNVt4_20_30.avi.npy
A man is taking pictures.,u9prcUCHlqM_503_511.avi,./feature_dirs_training\u9prcUCHlqM_503_511.avi.npy
A streetcar driving by.,Qwn0Ni9G5ow_64_69.avi,./feature_dirs_training\Qwn0Ni9G5ow_64_69.avi.npy
A man is taking some pizza.,gHyXstpe_N8_116_125.avi,./feature_dirs_training\gHyXstpe_N8_116_125.avi.npy
Two men are loading into a trunk.,fjDvKHkmxs0_72_87.avi,./feature_dirs_training\fjDvKHkmxs0_72_87.avi.npy
A woman cracks an egg.,WTf5EgVY5uU_100_104.avi,./feature_dirs_training\WTf5EgVY5uU_100_104.avi.npy
A man shoots a basket.,YEmS8ZQIhTA_7_20.avi,./feature_dirs_training\YEmS8ZQIhTA_7_20.avi.npy
A man sits up in bed.,uy0HNWto0UY_18_25.avi,./feature_dirs_training\uy0HNWto0UY_18_25.avi.npy
A man puts pasta in a bowl.,hJFBXHtxKIc_286_291.avi,./feature_dirs_training\hJFBXHtxKIc_286_291.avi.npy
A monkey smokes.,lm0z7eLsbbw_9_23.avi,./feature_dirs_training\lm0z7eLsbbw_9_23.avi.npy
A man taunts a crocodile.,sTMlQSbAGfE_0_12.avi,./feature_dirs_training\sTMlQSbAGfE_0_12.avi.npy
A person cuts vegetables.,xPR0xFgCAZY_17_27.avi,./feature_dirs_training\xPR0xFgCAZY_17_27.avi.npy
A stunt bike rider.,rKF0ZW34FRk_41_54.avi,./feature_dirs_training\rKF0ZW34FRk_41_54.avi.npy
A dog bites a cat's ear.,mHv4iJ9Yr1g_10_16.avi,./feature_dirs_training\mHv4iJ9Yr1g_10_16.avi.npy
People are riding on a park.,vuvpbeQak9Q_23_29.avi,./feature_dirs_training\vuvpbeQak9Q_23_29.avi.npy
A boy is kicking a ball.,Kqb-mmkEWqU_1_5.avi,./feature_dirs_training\Kqb-mmkEWqU_1_5.avi.npy
A animal is eating.,1RchFBCT9JU_43_53.avi,./feature_dirs_training\1RchFBCT9JU_43_53.avi.npy
Someone is writing.,zCf8NWJ8kzA_47_52.avi,./feature_dirs_training\zCf8NWJ8kzA_47_52.avi.npy
Cows are dancing.,FavUpD_IjVY_22_26.avi,./feature_dirs_training\FavUpD_IjVY_22_26.avi.npy
A bird chases a man.,ao-9B8IV9_E_87_95.avi,./feature_dirs_training\ao-9B8IV9_E_87_95.avi.npy
A woman is cooking meat.,-wa0umYJVGg_23_41.avi,./feature_dirs_training\-wa0umYJVGg_23_41.avi.npy
A girl is walking,Gm1WnWVXYzQ_0_9.avi,./feature_dirs_training\Gm1WnWVXYzQ_0_9.avi.npy
The baby tiger was sleepy.,idRc_KkInds_0_6.avi,./feature_dirs_training\idRc_KkInds_0_6.avi.npy
A man cuts an onion.,X6uJyuD_Zso_3_17.avi,./feature_dirs_training\X6uJyuD_Zso_3_17.avi.npy
A man is punching a post.,xxHx6s_DbUo_202_207.avi,./feature_dirs_training\xxHx6s_DbUo_202_207.avi.npy
A woman is grating.,6t0BpjwYKco_179_183.avi,./feature_dirs_training\6t0BpjwYKco_179_183.avi.npy
A man plays a guitar.,81fABEiwcIM_31_45.avi,./feature_dirs_training\81fABEiwcIM_31_45.avi.npy
The kids made a human pyramid.,kBMsuhDvg88_45_64.avi,./feature_dirs_training\kBMsuhDvg88_45_64.avi.npy
Two women wrestle.,s-dSFyz_5Ww_31_41.avi,./feature_dirs_training\s-dSFyz_5Ww_31_41.avi.npy
A man is exercising.,w9mqbwOIkVg_6_12.avi,./feature_dirs_training\w9mqbwOIkVg_6_12.avi.npy
A man is climbing a rock.,8e0yXMa708Y_24_33.avi,./feature_dirs_training\8e0yXMa708Y_24_33.avi.npy
Someone is peeling fruit.,6t0BpjwYKco_46_53.avi,./feature_dirs_training\6t0BpjwYKco_46_53.avi.npy
Men are playing basketball.,MJoxGpEswOI_9_16.avi,./feature_dirs_training\MJoxGpEswOI_9_16.avi.npy
A man is baking chicken.,Je3V7U5Ctj4_760_765.avi,./feature_dirs_training\Je3V7U5Ctj4_760_765.avi.npy
A man is riding on his bike.,AjZ-R3LFMzo_24_38.avi,./feature_dirs_training\AjZ-R3LFMzo_24_38.avi.npy
A puppy is looking in a mirror.,Td29-SApubM_48_57.avi,./feature_dirs_training\Td29-SApubM_48_57.avi.npy
A woman grates a carrot.,6t0BpjwYKco_80_84.avi,./feature_dirs_training\6t0BpjwYKco_80_84.avi.npy
A man is adding oil to car.,PCXHuseKwDc_17_20.avi,./feature_dirs_training\PCXHuseKwDc_17_20.avi.npy
Woman hitting volleyballs.,bmxIurBrW5s_51_70.avi,./feature_dirs_training\bmxIurBrW5s_51_70.avi.npy
A woman paints a man's face.,1Dty_eGY9Ec_123_133.avi,./feature_dirs_training\1Dty_eGY9Ec_123_133.avi.npy
A woman seasons some meat.,ACOmKiJDkA4_75_81.avi,./feature_dirs_training\ACOmKiJDkA4_75_81.avi.npy
A cat is walking.,CL49s8bO6Fg_1_11.avi,./feature_dirs_training\CL49s8bO6Fg_1_11.avi.npy
A person is mixing a bowl.,UXs3eq68ZjE_235_240.avi,./feature_dirs_training\UXs3eq68ZjE_235_240.avi.npy
Fingers play a piano.,ry7AUQtuwdU_4_39.avi,./feature_dirs_training\ry7AUQtuwdU_4_39.avi.npy
The cars are in a race.,OBLIjdMIIt8_54_61.avi,./feature_dirs_training\OBLIjdMIIt8_54_61.avi.npy
A goalie blocks a kick.,hNOzHvsEmg4_31_36.avi,./feature_dirs_training\hNOzHvsEmg4_31_36.avi.npy
A girl plays a violin.,wn9rDTZj-m4_8_18.avi,./feature_dirs_training\wn9rDTZj-m4_8_18.avi.npy
Men attacking a car.,DvYN53KBDr0_51_62.avi,./feature_dirs_training\DvYN53KBDr0_51_62.avi.npy
Many people dance.,8z-XGiU1KN4_9_17.avi,./feature_dirs_training\8z-XGiU1KN4_9_17.avi.npy
A flute is played.,-Ms9tsWmhyU_80_95.avi,./feature_dirs_training\-Ms9tsWmhyU_80_95.avi.npy
Kids are playing.,NVGGgncVq-4_12_20.avi,./feature_dirs_training\NVGGgncVq-4_12_20.avi.npy
Two leopards exit a door.,8CzlhZtunNc_5_11.avi,./feature_dirs_training\8CzlhZtunNc_5_11.avi.npy
A dog is rolling on its back.,JIKaIriiK8w_0_15.avi,./feature_dirs_training\JIKaIriiK8w_0_15.avi.npy
People jump on a trampoline.,3SKyc0aKx70_46_52.avi,./feature_dirs_training\3SKyc0aKx70_46_52.avi.npy
A puppet is walking on a woman.,v_tGw5gwlEw_136_152.avi,./feature_dirs_training\v_tGw5gwlEw_136_152.avi.npy
A baby is singing.,qIXs7fUoLIg_1_11.avi,./feature_dirs_training\qIXs7fUoLIg_1_11.avi.npy
A man is cutting woods.,umjc1CkO4JA_290_305.avi,./feature_dirs_training\umjc1CkO4JA_290_305.avi.npy
A man is exercising.,xxHx6s_DbUo_57_61.avi,./feature_dirs_training\xxHx6s_DbUo_57_61.avi.npy
A woman is breading shrimp.,kWLNZzuo3do_222_227.avi,./feature_dirs_training\kWLNZzuo3do_222_227.avi.npy
People are carrying bags.,CcvJs77L-e8_15_22.avi,./feature_dirs_training\CcvJs77L-e8_15_22.avi.npy
A man is cutting a mat.,eZLxohGP4IE_15_25.avi,./feature_dirs_training\eZLxohGP4IE_15_25.avi.npy
Two women talk.,C_DDjCRxTxQ_1_4.avi,./feature_dirs_training\C_DDjCRxTxQ_1_4.avi.npy
A woman cuts vegetables.,PHDmVhShE80_36_46.avi,./feature_dirs_training\PHDmVhShE80_36_46.avi.npy
Three women are dancing.,SRzoLVNgHoI_56_66.avi,./feature_dirs_training\SRzoLVNgHoI_56_66.avi.npy
A woman is frying something.,9Q0JfdP36kI_167_170.avi,./feature_dirs_training\9Q0JfdP36kI_167_170.avi.npy
A man is spinning.,TIubRrkku-4_1_10.avi,./feature_dirs_training\TIubRrkku-4_1_10.avi.npy
A person cuts meat.,9Q0JfdP36kI_23_28.avi,./feature_dirs_training\9Q0JfdP36kI_23_28.avi.npy
Girls are dancing.,5OuYhq6Zl0g_0_10.avi,./feature_dirs_training\5OuYhq6Zl0g_0_10.avi.npy
A man cuts up some peppers.,m1NR0uNNs5Y_273_280.avi,./feature_dirs_training\m1NR0uNNs5Y_273_280.avi.npy
A woman rides a horse.,ao-9B8IV9_E_72_77.avi,./feature_dirs_training\ao-9B8IV9_E_72_77.avi.npy
A man outruns a truck.,2YhDTpzxd3c_223_232.avi,./feature_dirs_training\2YhDTpzxd3c_223_232.avi.npy
A man does pushups.,xxHx6s_DbUo_36_40.avi,./feature_dirs_training\xxHx6s_DbUo_36_40.avi.npy
Elephants make dust.,u_6tre9_99Q_13_25.avi,./feature_dirs_training\u_6tre9_99Q_13_25.avi.npy
A woman takes a bath.,4yf2WP6K1gQ_28_32.avi,./feature_dirs_training\4yf2WP6K1gQ_28_32.avi.npy
A man is throwing a knives.,RX6NSOuCCAE_13_27.avi,./feature_dirs_training\RX6NSOuCCAE_13_27.avi.npy
A boy plays the piano.,emblM4a76jg_5_15.avi,./feature_dirs_training\emblM4a76jg_5_15.avi.npy
Three women dance.,UgUFP5baQ9Y_0_7.avi,./feature_dirs_training\UgUFP5baQ9Y_0_7.avi.npy
Men are playing guitars.,ge7OOILJA6U_20_25.avi,./feature_dirs_training\ge7OOILJA6U_20_25.avi.npy
A man slices an onion.,w28TljSqtW8_64_75.avi,./feature_dirs_training\w28TljSqtW8_64_75.avi.npy
A car hitting a motor bike.,8yoUaH6wGLs_22_30.avi,./feature_dirs_training\8yoUaH6wGLs_22_30.avi.npy
A girl is riding a horse.,L8h2DazQZJY_0_10.avi,./feature_dirs_training\L8h2DazQZJY_0_10.avi.npy
A woman is exercising.,YwmUgVrUJ4I_0_15.avi,./feature_dirs_training\YwmUgVrUJ4I_0_15.avi.npy
A woman cuts up food.,-wa0umYJVGg_139_157.avi,./feature_dirs_training\-wa0umYJVGg_139_157.avi.npy
A girl is playing guitar.,oRBgVOiZVsc_16_22.avi,./feature_dirs_training\oRBgVOiZVsc_16_22.avi.npy
